35,3,1456912561
15,5,1457091227
17,8,1456770392
26,1,1456775006
12,6,1456806290
12,7,1456790646
22,7,1456798560
18,9,1456813317
7,1,1456799610
5,2,1456793927
7,6,1456805609
19,1,1456887680
17,1,1456935905
3,2,1456855413
55,1,1456900402
10,2,1456919713
17,1,1456935758
44,1,1456893898
15,3,1456919152
9,3,1456889862
28,1,1457017807
14,3,1456990354
50,7,1456963257
9,5,1456914695
5,11,1457014512
14,11,1457015586
56,3,1456995973
19,1,1457055576
48,2,1456948679
28,5,1456792321
52,2,1457086955
10,2,1457071152
7,5,1457082019
5,5,1457163044
7,7,1457134770
40,1,1457137184
13,7,1457150466
23,1,1457083465
9,5,1457166190
50,4,1457162922
6,8,1457182994
12,3,1457200232
7,3,1457166965
7,4,1457197506
29,1,1457236966
5,5,1457244750
31,10,1457251814
6,6,1457162034
10,6,1456986854
7,4,1457194319
4,1,1457248658
